text,category,priority,sentiment,resolution_time
This is to inform you weight loss supplement order not updated because immunity booster packaging was leaking angry please fix this pls help asap,Trade,High,-0.444,2
Very satisfied with service,Packaging,Low,0.444,105
Product quality is very good,Trade,Low,0.375,119
Packaging is completely leaking angry kindly resolve,Packaging,Medium,-0.444,25
Facing issue The box arrived crushed so The box arrived broken angry,Packaging,Medium,-0.688,21
Honestly My order has no stock even The box arrived wet not good,Trade,Low,0.0,116
Everything is working fine,Packaging,Low,0.0,119
Honestly This vitamin tablets feels expired very disappointed urgent,Product,High,-0.375,2
"No issues, product is perfect",Packaging,Low,0.375,88
Honestly No response about order not updated plus herbal capsules order not updated this is not acceptable,Trade,Low,0.0,59
Received herbal capsules in torn condition so This energy drink feels fake very disappointed need urgent help,Packaging,Medium,-0.583,41
Very bad experience No response about wrong billing even No response about order not updated frustrated,Trade,Low,-0.545,94
weight loss supplement packaging was already opened this is not acceptable,Packaging,Medium,0.0,39
Packaging is completely wet plus This herbal capsules feels rotten not happy urgent,Packaging,Medium,0.167,36
No response about delivery delay angry  urgent,Trade,High,-0.545,8
Honestly No response about wrong billing extremely upset,Trade,Low,-0.375,56
Honestly No response about order not updated not happy this is not acceptable not good,Trade,Low,0.444,120
I am facing no stock urgent,Trade,Medium,0.0,28
This is to inform you This weight loss supplement feels rotten but I used weight loss supplement and got headache frustrated kindly resolve,Product,Medium,-0.375,45
Facing issue Received immunity booster in torn condition angry kindly resolve reply fast,Packaging,Medium,-0.545,38
No response about late shipment even There is wrong billing for herbal capsules  very bad service,Trade,Low,-0.5,92
Nice experience overall,Trade,Low,0.375,110
Honestly Seal was already opened,Packaging,Low,0.0,92
The box arrived seal missing not happy this is not acceptable,Packaging,Medium,0.167,31
No response about wrong billing plus My order has price confusion not happy,Trade,Low,0.167,111
energy drink order not updated please fix this reply fast,Trade,Low,0.0,64
Very bad experience herbal capsules is tastes bad very disappointed,Product,Low,-0.545,85
"I need help I am facing price confusion even After using weight loss supplement, I faced burning sensation urgent",Trade,Medium,0.0,31
"No issues, product is perfect",Product,Low,0.375,114
I think energy drink is fake because I got dizziness angry kindly resolve,Product,High,-0.615,7
Seal was torn very disappointed,Packaging,Low,-0.375,89
This is to inform you I think vitamin tablets is smells weird because I got burning sensation even The box arrived damaged kindly resolve very bad service,Product,Medium,-0.545,41
This weight loss supplement feels contaminated frustrated this is not acceptable urgent,Product,High,-0.375,5
herbal capsules is expired and energy drink is rotten extremely upset,Product,High,-0.375,9
I want to complain No response about late shipment angry this is not acceptable reply fast,Trade,Medium,-0.545,30
Very bad experience Seal was already opened angry kindly resolve not good,Packaging,Medium,-0.583,20
I think herbal capsules is rotten because I got headache also I am facing late shipment reply fast,Product,High,-0.286,8
Very satisfied with service,Packaging,Low,0.444,115
weight loss supplement packaging was broken plus I think protein powder is tastes bad because I got stomach pain very disappointed kindly resolve pls help asap,Packaging,Medium,-0.643,45
Packaging is completely damaged plus I used energy drink and got allergy worst experience,Packaging,High,-0.643,10
I need help I used herbal capsules and got vomiting also Seal was leaking very disappointed this is not acceptable,Product,High,-0.375,10
Honestly My order has late shipment so No response about late shipment frustrated,Trade,Medium,-0.5,37
"Very bad experience After using protein powder, I faced nausea very disappointed  reply fast",Product,Low,-0.545,104
Honestly Seal was seal missing angry,Packaging,Medium,-0.444,17
"There is delivery delay for herbal capsules but After using herbal capsules, I faced skin rash frustrated pls help asap",Trade,Medium,-0.5,34
Very bad experience herbal capsules packaging was seal missing worst experience please fix this,Packaging,Medium,-0.643,44
"After using herbal capsules, I faced vomiting not happy",Product,Medium,0.167,36
Facing issue The box arrived already opened angry,Packaging,Medium,-0.545,26
I am happy with the product,Trade,Low,0.444,75
This is to inform you I think energy drink is low quality because I got dizziness,Product,High,0.0,10
I used protein powder and got dizziness because No response about price confusion not happy  very bad service,Product,Medium,-0.286,44
"I want to complain After using vitamin tablets, I faced stomach pain not happy kindly resolve",Product,Low,0.167,57
Good packaging and good quality,Product,Low,0.375,81
Very satisfied with service,Product,Low,0.444,66
I want to complain I am facing price confusion  not good,Trade,Low,0.0,82
I need help I think weight loss supplement is rotten because I got vomiting,Product,High,0.0,4
Received vitamin tablets in crushed condition even Received energy drink in torn condition,Packaging,Low,0.0,86
Honestly weight loss supplement packaging was already opened so I used energy drink and got vomiting frustrated this is not acceptable not good,Packaging,High,-0.375,5
"After using protein powder, I faced dizziness even There is delivery delay for herbal capsules kindly resolve",Product,High,-0.286,6
vitamin tablets is rotten and energy drink is smells weird worst experience,Product,Medium,-0.545,18
Nice experience overall,Product,Low,0.375,94
This is to inform you This vitamin tablets feels contaminated angry,Product,Medium,-0.444,25
Very bad experience There is delivery delay for protein powder respond fast,Trade,Medium,-0.5,14
Facing issue My order has delivery delay even My order has wrong billing angry kindly resolve,Trade,Medium,-0.667,47
"I need help There is price confusion for protein powder even After using herbal capsules, I faced headache  urgent",Trade,Medium,0.0,28
"After using energy drink, I faced vomiting plus Packaging is completely already opened worst experience this is not acceptable urgent",Product,High,-0.545,5
I need help My order has no stock also I am facing no stock very bad service,Trade,Low,-0.375,69
I am facing late shipment and Seal was already opened not happy urgent,Trade,High,-0.167,4
Delivery was fast and smooth,Packaging,Low,0.375,69
I want to complain This immunity booster feels expired,Product,Medium,0.0,35
Very satisfied with service,Trade,Low,0.444,82
Very bad experience This herbal capsules feels rotten not happy respond fast,Product,Medium,-0.286,35
No response about order not updated reply fast,Trade,Medium,0.0,24
Very satisfied with service,Trade,Low,0.444,53
Very bad experience The box arrived damaged very disappointed please fix this reply fast,Packaging,Medium,-0.643,16
herbal capsules order not updated also protein powder packaging was wet worst experience need urgent help,Trade,Medium,-0.545,47
This is to inform you Seal was wet because Seal was leaking this is not acceptable not good,Packaging,Low,0.0,53
Facing issue Received immunity booster in seal missing condition frustrated need urgent help pls help asap,Packaging,High,-0.5,9
I want to complain My order has no stock plus Packaging is completely seal missing worst experience please fix this,Trade,Medium,-0.545,22
The box arrived broken because immunity booster order not updated worst experience respond fast pls help asap,Packaging,High,-0.643,6
"Facing issue After using energy drink, I faced dizziness plus My order has order not updated angry respond fast",Product,High,-0.545,10
Facing issue Packaging is completely broken but My order has order not updated very disappointed,Packaging,Low,-0.667,53
Honestly Seal was wet very disappointed,Packaging,Low,-0.375,105
Seal was seal missing not good,Packaging,Low,0.0,70
Facing issue The box arrived crushed also This vitamin tablets feels smells weird very disappointed,Packaging,Low,-0.5,54
